Screen,Control Label,Control Type,Expected Behavior,Observed Behavior / Evidence,Result,Severity,Recommended Fix
Advanced Mode (legacy generator),Botanical / Floral,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Abstract Organic,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Tropical,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Boho / Tribal,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Line Art,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Mandala,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Textile / Damask,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Cute / Kids,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Seasonal / Holiday,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Retro 70s,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Plaid & Check,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Animal Print,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Paisley & Ikat,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Terrazzo,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Grid,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Brick / Offset,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Radial / Mandala,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Random Scatter,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Half-Drop,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Hero + Editorial Flow,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Hero + Scatter,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),S-Curve Botanical,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Bouquet,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Airy Botanical,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Toss Pattern,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Dense Premium,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Grid Minimal,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Stripe,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),−5%,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),+5%,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),ไม่มี,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),บางเบา,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),หนาแน่น,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Hero Focus,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Balanced Editorial,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Dense Layered,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Airy Premium,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Ditsy Floral,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),All-over Textile,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Minimal Repeat,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),🎲,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Generate,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Randomize All,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Generate 9 variations,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),🏭 Generate 20 to Portfolio,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),🚀 Production Mode (20 → ZIP พร้อมขาย),button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),🏭 Generate Collection (ZIP),button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),✨ Generate Best (Fast),button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),🏆 Generate Best of 12,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),🎨 Colorway ทุกชุดสี → คลัง,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),"Export single tile (.svg, 3000px)",button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Export 3x3 tiled (.svg),button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),"Export EPS (.eps, 3000px) — พร้อมส่งขาย",button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Export JPEG preview (5000px),button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Export JPEG 3×3 preview (3000px),button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),↩ รีเซ็ตเป็นค่าเริ่มต้น,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),1. คัดลอก Prompt ไปถาม AI,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),3. สร้างลายจาก JSON,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),1×1 (ภาพเดี่ยว),button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),2×2,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),3×3 (เช็ค seamless),button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),4×4,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),100%,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),📦 Download Package,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Shutterstock,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Adobe Stock,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Freepik,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Creative Fabrica,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Creative Market,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Etsy 🔜,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),คัดลอก Title,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),คัดลอก Description,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),คัดลอก Keywords,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),คัดลอก Filename,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),📦 ดาวน์โหลด Export Package (Shutterstock),button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Etsy,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),คัดลอก Categories,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),💾 บันทึกเข้าคลัง + ดาวน์โหลดชุดไฟล์,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),📦 ย้ายทั้งคลังลงเครื่อง (ดาวน์โหลดแล้วล้างคลังอัตโนมัติ),button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),📥 นำเข้า backup,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),📄 CSV Shutterstock,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),📄 CSV Adobe Stock,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),📖 คู่มือการใช้งาน,link,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Shutterstock Contributor,link,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Adobe Stock Contributor,link,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Freepik Contributor ⚠️,link,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Creative Fabrica Contributor ⚠️,link,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Creative Market Contributor ⚠️,link,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Etsy Contributor ⚠️,link,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
